State,year,quotation
Alabama,2008,0.013961605584642234
Alabama,2009,0.022202486678507993
Alabama,2010,0.03712230215827338
Alabama,2011,0.027296587926509186
Alabama,2012,0.03275705186533212
Alabama,2014,0.039305949008498584
Alabama,2015,0.038815411155836685
Alabama,2016,0.01239067055393586
Alabama,2017,0.01231619957270328
Alabama,2018,0.012748597654258032
Alabama,2019,0.025516795865633074
Alabama,2020,0.016637478108581436
Alaska,2008,0.019302152932442463
Alaska,2009,0.0389808362369338
Alaska,2010,0.022983457766066463
Alaska,2011,0.031167303734195826
Alaska,2012,0.02881570614312856
Alaska,2014,0.02930703916735141
Alaska,2015,0.025533536585365852
Alaska,2016,0.03367003367003367
Alaska,2017,0.05304518664047151
Alaska,2018,0.014685117198531489
Alaska,2019,0.021973287376130978
Alaska,2020,0.014428412874583796
Arizona,2008,0.03395575983912669
Arizona,2009,0.033120952029908904
Arizona,2010,0.044239022779795314
Arizona,2011,0.02920723226703755
Arizona,2012,0.02104857363145721
Arizona,2014,0.013638968481375358
Arizona,2015,0.016269798513091262
Arizona,2016,0.010987031700288185
Arizona,2017,0.033381947820450494
Arizona,2018,0.014332123065163386
Arizona,2019,0.017921146953405017
Arizona,2020,0.012958963282937365
Arkansas,2008,0.03048780487804878
Arkansas,2009,0.07577319587628865
Arkansas,2010,0.07840290381125227
Arkansas,2011,0.06157354618015964
Arkansas,2012,0.06845238095238096
Arkansas,2014,0.04550850811238623
Arkansas,2015,0.02109300095877277
Arkansas,2016,0.025578562728380026
Arkansas,2017,0.061095890410958906
Arkansas,2018,0.055756698044895005
Arkansas,2019,0.032382793620106334
Arkansas,2020,0.029117379435850774
California,2008,0.021256038647342997
California,2009,0.05884489647657101
California,2010,0.03985637342908438
California,2011,0.04647749510763209
California,2012,0.046097111247695145
California,2014,0.03488869863013699
California,2015,0.05994423791821561
California,2016,0.03596403596403597
California,2017,0.03790446841294299
California,2018,0.022768341163715216
California,2019,0.02328159645232816
California,2020,0.0183752417794971
Colorado,2008,0.028397565922920892
Colorado,2009,0.024693183498447433
Colorado,2010,0.03106447604583736
Colorado,2011,0.031577197939172345
Colorado,2012,0.035160905840286055
Colorado,2014,0.03229194014176949
Colorado,2015,0.05975049244911359
Colorado,2016,0.033642691415313224
Colorado,2017,0.063
Colorado,2018,0.03491104397448808
Colorado,2019,0.03927986906710311
Colorado,2020,0.018046709129511677
Connecticut,2008,0.020249221183800622
Connecticut,2009,0.05051522429689316
Connecticut,2010,0.051711876460428734
Connecticut,2011,0.01942533387292594
Connecticut,2012,0.03590841706473398
Connecticut,2014,0.023986958546809503
Connecticut,2015,0.027391487568478718
Connecticut,2016,0.028800886181113265
Connecticut,2017,0.043278185603155474
Connecticut,2018,0.019051991277401585
Connecticut,2019,0.024920127795527155
Connecticut,2020,0.02161605764282038
Delaware,2008,0.014388489208633094
Delaware,2009,0.05542168674698795
Delaware,2010,0.04057480980557904
Delaware,2011,0.03132530120481928
Delaware,2012,0.04659090909090909
Delaware,2014,0.06285253827558421
Delaware,2015,0.049531459170013385
Delaware,2016,0.020969855832241154
Delaware,2017,0.05286195286195286
Delaware,2018,0.04037531987489337
Delaware,2019,0.047116736990154715
Delaware,2020,0.02358490566037736
Florida,2008,0.020435967302452316
Florida,2009,0.04693376941946034
Florida,2010,0.04098298099671831
Florida,2011,0.04101338432122371
Florida,2012,0.03760395938568294
Florida,2014,0.03120620386807437
Florida,2015,0.032862730134503484
Florida,2016,0.02125136811382707
Florida,2017,0.04413864728028041
Florida,2018,0.02579334062841957
Florida,2019,0.03267792855164774
Florida,2020,0.017838405036726127
Georgia,2008,0.04932182490752158
Georgia,2009,0.08550434201736808
Georgia,2010,0.06324472960586618
Georgia,2011,0.07081545064377683
Georgia,2012,0.06837606837606838
Georgia,2014,0.03545759463344514
Georgia,2015,0.03906976744186046
Georgia,2016,0.037934668071654375
Georgia,2017,0.07481296758104738
Georgia,2018,0.03172978505629478
Georgia,2019,0.024255024255024255
Georgia,2020,0.016042780748663103
Hawaii,2008,0.05241935483870968
Hawaii,2009,0.0719002201027146
Hawaii,2010,0.05761316872427984
Hawaii,2011,0.04671717171717172
Hawaii,2012,0.026050420168067228
Hawaii,2014,0.03278688524590164
Hawaii,2015,0.04927884615384615
Hawaii,2016,0.04059040590405904
Hawaii,2017,0.05945692883895131
Hawaii,2018,0.03353396388650043
Hawaii,2019,0.05300207039337474
Hawaii,2020,0.038535645472061654
Idaho,2008,0.021176470588235293
Idaho,2009,0.07104660045836517
Idaho,2010,0.06651108518086347
Idaho,2011,0.07737226277372262
Idaho,2012,0.081374321880651
Idaho,2014,0.027985074626865673
Idaho,2015,0.08232445520581114
Idaho,2016,0.040625
Idaho,2017,0.05055292259083728
Idaho,2018,0.053246753246753244
Idaho,2019,0.032504780114722756
Idaho,2020,0.04035874439461883
Illinois,2008,0.012522361359570662
Illinois,2009,0.031215530553717185
Illinois,2010,0.06669305363150603
Illinois,2011,0.0639303953092491
Illinois,2012,0.039627039627039624
Illinois,2014,0.0423572744014733
Illinois,2015,0.037618483412322275
Illinois,2016,0.03413654618473896
Illinois,2017,0.06147722246793454
Illinois,2018,0.024572649572649572
Illinois,2019,0.04169130691898285
Illinois,2020,0.032327586206896554
Indiana,2008,0.021705426356589147
Indiana,2009,0.0516743648960739
Indiana,2010,0.036210317460317464
Indiana,2011,0.04033850493653032
Indiana,2012,0.0351264552388599
Indiana,2014,0.03384418901660281
Indiana,2015,0.03536754507628294
Indiana,2016,0.022618231665524333
Indiana,2017,0.058734023128423615
Indiana,2018,0.028988084652320827
Indiana,2019,0.018698578908002993
Indiana,2020,0.01948051948051948
Iowa,2008,0.047407407407407405
Iowa,2009,0.084768724598413
Iowa,2010,0.10471369819677318
Iowa,2011,0.07225964482547459
Iowa,2012,0.06913055038553576
Iowa,2014,0.03543990086741016
Iowa,2015,0.043395196506550215
Iowa,2016,0.02340752110514198
Iowa,2017,0.05643270282945131
Iowa,2018,0.023410576351752824
Iowa,2019,0.06173859178195334
Iowa,2020,0.047540983606557376
Kansas,2008,0.03357314148681055
Kansas,2009,0.04810725552050473
Kansas,2010,0.052581261950286805
Kansas,2011,0.03402603334094542
Kansas,2012,0.09762330692563251
Kansas,2014,0.046462513199577615
Kansas,2015,0.05331040412725709
Kansas,2016,0.0354464894342195
Kansas,2017,0.0781603417944207
Kansas,2018,0.053
Kansas,2019,0.020298507462686566
Kansas,2020,0.028125
Kentucky,2008,0.04522292993630573
Kentucky,2009,0.08656947490646368
Kentucky,2010,0.09698996655518395
Kentucky,2011,0.08672945205479451
Kentucky,2012,0.07527859904480327
Kentucky,2014,0.028345418589321027
Kentucky,2015,0.05325884543761639
Kentucky,2016,0.03363280350149735
Kentucky,2017,0.09309466257267916
Kentucky,2018,0.04182114785703693
Kentucky,2019,0.02885165508786269
Kentucky,2020,0.02470862470862471
Louisiana,2008,0.028500619578686492
Louisiana,2009,0.04669260700389105
Louisiana,2010,0.04602821083890126
Louisiana,2011,0.03911111111111111
Louisiana,2012,0.038905775075987845
Louisiana,2014,0.038330170777988615
Louisiana,2015,0.03830582373092495
Louisiana,2016,0.026857142857142857
Louisiana,2017,0.06277533039647577
Louisiana,2018,0.03115264797507788
Louisiana,2019,0.023125794155019058
Louisiana,2020,0.015592515592515593
Maine,2008,0.028328611898016998
Maine,2009,0.07928440739987802
Maine,2010,0.08579272477693892
Maine,2011,0.04519774011299435
Maine,2012,0.03671255736337088
Maine,2014,0.03325842696629214
Maine,2015,0.04894117647058824
Maine,2016,0.024971623155505107
Maine,2017,0.10831637103809247
Maine,2018,0.02333106267029973
Maine,2019,0.028871391076115485
Maine,2020,0.008082292432035268
